seed,c0_e_hull,v2_e_hull,delta_e_hull,c0_stable,v2_stable,delta_stable,c0_nus,v2_nus,delta_nus,c0_novel,v2_novel,delta_novel,c0_unique,v2_unique,delta_unique,c0_rmsd,v2_rmsd,delta_rmsd,c0_force_mean,v2_force_mean,delta_force_mean,c0_force_max,v2_force_max,delta_force_max
67084,0.07873484728434299,0.03619204377549856,-0.04254280350884443,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.007020478769157169,0.005898183043457382,-0.0011222957256997864,0.09175239208596642,0.03812292333735348,-0.053629468748612935,0.18329939682917834,0.05105411114157018,-0.13224528568760816
67085,0.2545180680175747,0.06966207125651014,-0.18485599676106457,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.010946421804363615,0.00030330249553069013,-0.010643119308832926,0.05395066851873095,0.02061672033491968,-0.03333394818381127,0.11219859114507098,0.03225242366936786,-0.07994616747570313
67086,0.04981052848633105,0.17420369512834366,0.12439316664201261,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.021900813535328596,0.05975194938183728,0.03785113584650869,0.09969280497019173,0.4282405134514456,0.32854770848125386,0.21953861334583377,0.9885347556850735,0.7689961423392397
67087,0.02777819049153596,0.10266868803294038,0.07489049754140442,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.00515647813045534,0.11792662856750327,0.11277015043704794,0.06363046788390729,0.20284304120952756,0.13921257332562026,0.13564213842061065,0.5276771872222396,0.39203504880162887
67088,0.12146987051025526,0.12146987051025526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0016675103231726237,0.0016675770907689366,6.676759631285556e-08,0.0059868790595173135,0.005987461340272218,5.822807549044073e-07,0.00942238908971074,0.009419730787028895,-2.658302681845734e-06
67089,0.19517028031168593,0.19517028031168593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0012125734977648753,0.0012123729617198572,-2.005360450181657e-07,0.006804162972429725,0.006803119206074835,-1.0437663548901882e-06,0.011092895173118693,0.011088977912995408,-3.917260123284874e-06
67090,0.036142865757811116,0.02532875493945319,-0.010814110818357925,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.002527331141506509,0.04010247347155746,0.03757514233005095,0.036541435688701863,0.019191340373588765,-0.017350095315113098,0.05611576150466195,0.034075737305741455,-0.022040024198920496
67091,0.0722393429405388,0.45340869861235156,0.38116935567181276,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.09283379675717998,0.35555219163815405,0.26271839488097404,0.07535630194656145,0.8284986348210871,0.7531423328745257,0.13027720195175632,3.0728145743969972,2.942537372445241
67092,0.08475823145951811,0.07618060498283974,-0.008577626476678368,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.05193656156945903,0.02230184792658279,-0.02963471364287624,0.08919149446928551,0.07625927986651625,-0.012932214602769262,0.13305698562814394,0.13014205934396536,-0.0029149262841785817
67093,0.1389133654350143,0.04307323169033417,-0.09584013374468014,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.016089951185250712,0.013178775156758043,-0.0029111760284926697,0.2948198917478611,0.13457583087280717,-0.16024406087505394,0.5898705317872706,0.41904750430056215,-0.1708230274867084
67094,0.06707134328979514,0.09854782636230297,0.03147648307250783,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.004670812832324041,0.03342072849526008,0.02874991566293604,0.04717772663368933,0.10804828477482158,0.06087055814113224,0.12956892817938837,0.19691735203916869,0.06734842385978032
67095,-0.08862526180859298,0.10909325418554694,0.19771851599413992,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.002078360774306769,0.006565006194033505,0.004486645419726737,0.1778636229924073,0.05473607891672082,-0.12312754407568648,0.4156530891430538,0.09606892497411429,-0.31958416416893953
67096,0.10669901480414534,0.06668284048773909,-0.04001617431640625,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.002023519341683251,0.021779039808601627,0.019755520466918378,0.0207411951534929,0.1494533073617462,0.1287121122082533,0.031961340158468014,0.20829716041577764,0.17633582025730962
67097,0.04016846305012933,0.024443517981769247,-0.015724945068360086,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.008548657357217842,0.003082015830352655,-0.005466641526865186,0.24059678245426377,0.1706961028923632,-0.06990067956190057,0.40691565109765576,0.28279725616995405,-0.12411839492770171
67098,0.03221917566162169,0.17708194868245375,0.14486277302083206,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.002454418419070431,0.04113621282335763,0.0386817944042872,0.029477750788950943,0.13966035464926768,0.11018260386031674,0.0485251917077975,0.19180559354927948,0.14328040184148197
67099,0.0363479584912092,0.08589441240722628,0.049546453916017086,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.007428768028370719,0.01407098743613794,0.0066422194077672215,0.07284376947706049,0.04815207008988646,-0.024691699387174033,0.16889866044052984,0.11384521863146382,-0.05505344180906602
67100,0.07636629332827027,0.09467387388237825,0.01830758055410797,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.04783387938213833,0.015523946449655351,-0.03230993293248298,0.1308774020334852,0.16707172735331824,0.03619432531983305,0.4266888477903078,0.3434585432435522,-0.08323030454675562
67101,0.055744732228189875,0.04109918246459987,-0.014645549763590004,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.0016734325853211703,0.001518371171999613,-0.00015506141332155728,0.04178384877011467,0.005019382162512975,-0.0367644666076017,0.08324206512644314,0.006811571284762423,-0.07643049384168071
67102,0.023159735068442266,0.05275279612630435,0.02959306105786208,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.01793775394269595,0.04527830961911183,0.027340555676415877,0.06789133543297535,0.07793802380422325,0.010046688371247905,0.12495579872365788,0.1287966806167387,0.003840881893080836
67103,0.04732137830363037,0.08864168303344755,0.04132030472981718,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0013089211526134312,0.048756478946233604,0.04744755779362017,0.0030318622724561086,0.08752460529772861,0.0844927430252725,0.005790827319209234,0.13114545857153612,0.12535463125232688
67104,0.18084154999186186,0.05846406155110628,-0.12237748844075558,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.07476017109009717,0.007830677304753671,-0.06692949378534349,0.4422382667170075,0.052459277905312796,-0.3897789888116947,1.1155887258673791,0.09197917944074137,-1.0236095464266377
67105,0.1458915662048339,0.061117315839844366,-0.08477425036498953,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0011968447138692223,0.00135186428155491,0.00015501956768568768,0.02348195958217858,0.014303832516944483,-0.009178127065234097,0.037150255150502,0.03410459399121913,-0.0030456611592828697
67106,0.03544330299316378,0.04779338539062472,0.012350082397460938,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.015576119139070923,0.03035686192302754,0.014780742783956616,0.11139291511320389,0.0942234463517667,-0.017169468761437184,0.21165724943778255,0.1517954877060863,-0.059861761731696245
67107,0.09097736313476545,0.09914488978515745,0.008167526650391999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.002518418455969283,0.008270442694464308,0.0057520242384950255,0.011790355335058293,0.0637817629336527,0.051991407598594414,0.01751157405200058,0.10921911595168951,0.09170754189968894
67108,0.08874965268228685,0.1480413740664055,0.059291721384118645,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.001967150054311337,0.05010396977932713,0.048136819725015795,0.020319374574487164,0.23030363740914872,0.20998426283466157,0.03935399624013933,0.5357344987018404,0.49638050246170107
67109,0.575332319357905,0.0861925949609379,-0.48913972439696707,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.13596163156310337,1.1129809983878105,0.9770193668247071,0.3836911796584451,0.05741813632116155,-0.3262730433372836,0.71871963495425,0.08953633984365342,-0.6291832951105966
67110,0.10360594270962409,0.06863998788818382,-0.03496595482144027,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.003880926206581684,0.0001571619776488408,-0.0037237642289328432,0.05651264467070237,0.013700957993186207,-0.04281168667751616,0.08289794155057711,0.020410329017095732,-0.06248761253348138
67111,0.06613983411458246,0.06224201962456544,-0.0038978144900170264,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.003986069726173031,0.002675318149474379,-0.0013107515766986517,0.051629558276720125,0.05232197810446544,0.0006924198277453164,0.09025631605818951,0.0774283644145277,-0.012827951643661809
67112,0.02536547772394826,0.06189671492317572,0.03653123719922746,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.03370736090595347,0.07297237713773815,0.039265016231784675,0.2431734796074541,0.1369088579070291,-0.106264621700425,0.4510953926658005,0.2274036770114048,-0.22369171565439572
67113,0.11210013001519137,0.1613678622005228,0.049267732185331425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.03504842786309285,0.01820336595866124,-0.016845061904431607,0.07169573943859901,0.08323987860921746,0.011544139170618445,0.16170373380544248,0.2104674451577481,0.048763711352305616
67114,0.13642128240803686,0.07596700011230428,-0.060454282295732575,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.15732570920513161,0.019013550033553456,-0.13831215917157816,0.3265249896229334,0.09874470064274084,-0.2277802889801926,0.7420226290727296,0.1569381191397839,-0.5850845099329458
67115,-0.02837518446680143,0.02521139442057141,0.05358657888737284,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.006184464382005972,0.006146005092207278,-3.845928979869396e-05,0.07333461030666572,0.0694417393523642,-0.0038928709543015194,0.12258570963014369,0.10272995985530317,-0.019855749774840517
67116,0.061411294692383045,0.09712025665771584,0.0357089619653328,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.001614510867957529,0.009952044068782244,0.008337533200824716,0.002414728434432511,0.010161618307259918,0.007746889872827407,0.0029466776075098545,0.01765503173431869,0.014708354126808836
67117,0.13072714635416727,1.0762077124291984,0.9454805660750312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0030976505799171143,0.004587271397091588,0.001489620817174474,0.0706996178145043,0.3042883322452401,0.2335887144307358,0.13051202990261013,0.606989376826446,0.4764773469238359
67118,0.16140287024739486,0.3854850545839863,0.22408218433659144,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.08767906515671234,0.14127270018115587,0.05359363502444353,0.5039012638386025,0.5605415845582515,0.056640320719649084,0.7995009882523322,1.4621641988729395,0.6626632106206073
67119,0.06919564877197182,0.06146769126220786,-0.007727957509763961,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0003493863296544924,0.002135539642122947,0.0017861533124684545,0.005852927304172204,0.04439654310308283,0.03854361579891063,0.007558071245635357,0.055491479347914305,0.047933408102278946
67120,0.1533090335026035,0.011557899933592353,-0.14175113356901115,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.044465512399898814,0.0017687391673887895,-0.042696773232510025,0.1984757449215322,0.03409215252960188,-0.16438359239193032,0.4250722663597251,0.0658584620311665,-0.3592138043285586
67121,0.2086134038840104,0.12948957417231632,-0.07912382971169407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0005820996361270278,0.000804837086944878,0.00022273745081785026,0.007824000286679102,0.00879107739681648,0.0009670771101373786,0.013552902504585502,0.01206188838461872,-0.0014910141199667819
67122,0.05450913529296919,0.2916501284570314,0.23714099316406223,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0014059776772628093,0.03271434175284607,0.03130836407558326,0.020500037179233727,0.28679163955660225,0.26629160237736854,0.049333840519037234,0.6317611223706533,0.5824272818516161
67123,0.19708746882992312,0.026694743790690367,-0.17039272503923275,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.06947850085563621,0.006912508089056171,-0.06256599276658004,0.14100308200750467,0.049319423993252766,-0.0916836580142519,0.27958201499278684,0.08623135044850799,-0.19335066454427885
67124,0.07567972182682059,0.2693878607050797,0.1937081388782591,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0013463299095904482,0.05028147446877217,0.04893514455918172,0.006294541716909326,0.09350696643948889,0.08721242472257956,0.011335785430635143,0.19985555431638996,0.1885197688857548
67125,0.05077350102050815,0.050177594687500715,-0.0005959063330074343,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.006305593610631391,0.01835649421100759,0.0120509006003762,0.05355072251839449,0.08269790536976179,0.029147182851367304,0.10490885438462094,0.1991250391375846,0.09421618475296364
67126,0.08855572637260334,0.09513178958983204,0.0065760632172287,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.18094494270758682,0.09435754260108783,-0.08658740010649899,0.23079898428715026,0.2677964814658754,0.036997497178725164,0.3935498546013159,0.537355791316479,0.14380593671516312
67127,-0.006013762192704775,0.001992554763679877,0.008006316956384651,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.03300381773233608,0.006377478002621428,-0.02662633972971465,0.13931711594882562,0.04969419150809738,-0.08962292444072824,0.23474279093970063,0.07759098708261483,-0.1571518038570858
67128,0.051100146207679664,0.0671073974891474,0.016007251281467738,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.014288888802877724,0.027673160008926,0.013384271206048277,0.07467806238820628,0.0844911198195774,0.00981305743137112,0.16235718681622044,0.13003529713592613,-0.03232188968029431
67129,0.1231833408959968,0.21120423717392445,0.08802089627792764,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.005957014739252198,0.07310970309550921,0.06715268835625701,0.017558115230671693,0.29895188817371976,0.28139377294304807,0.033437930839192186,0.5974020842395227,0.5639641534003305
67130,0.059268526475264594,0.019377599767577358,-0.039890926707687235,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.01120766202747089,0.013609629682231398,0.0024019676547605076,0.07438220756097924,0.17918409605698551,0.10480188849600627,0.12287602562733993,0.2992392001382276,0.17636317451088765
67131,0.11023468481391063,0.018552419458007563,-0.09168226535590307,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.030406582298218836,0.002504017629156708,-0.02790256466906213,0.05002627601870946,0.031567436130671735,-0.018458839888037724,0.07307233565552014,0.043085956686921785,-0.029986378968598355
67132,0.07875374093956289,0.14370111471011526,0.06494737377055237,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.030693061809006748,0.03840892285572216,0.00771586104671541,0.27747979636359654,0.2536284396981574,-0.02385135666543914,0.6062706243779675,0.7537780511714935,0.14750742679352602
67133,0.19056587793619784,0.09358548401367273,-0.09698039392252511,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.002394941958396257,0.0063728250722654995,0.003977883113869242,0.02541123921228166,0.01119527989577836,-0.0142159593165033,0.03139792238599713,0.021615123006157054,-0.009782799379840078
67134,0.2251309138113884,0.010347912337890008,-0.21478300147349838,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.07608566037728198,0.0018832329490278622,-0.07420242742825411,0.2536676130614544,0.019715942392830983,-0.23395167066862343,0.5663671057689448,0.045553356401079825,-0.520813749367865
67135,-0.0038612896191683177,0.09433921386914434,0.09820050348831266,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.017373045424247648,0.025283473273271944,0.007910427849024296,0.11655859553900398,0.2608421391444774,0.1442835436054734,0.1642063372579271,0.8344365394710128,0.6702302022130857
67136,0.13519168726822173,0.12686861266678662,-0.00832307460143511,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.022578853406779554,0.021844128517510483,-0.0007347248892690707,0.18491538334763374,0.14469803587488742,-0.04021734747274633,0.426410849330434,0.2642685994585393,-0.16214224987189468
67137,0.17720546167382878,0.031846359560548265,-0.14535910211328051,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.08935009933151843,0.046260383716302124,-0.0430897156152163,0.3261306291123697,0.043797663690165065,-0.2823329654222046,0.6077882443370133,0.06966955861775716,-0.5381186857192561
67138,0.04089591647460278,0.06805118439086932,0.027155267916266546,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.00047681395622138406,0.0016968308831114564,0.0012200169268900725,0.00804265833747835,0.026456010371634742,0.018413352034156394,0.014883518146500175,0.041643910919755125,0.02676039277325495
67139,0.13664221775634822,0.13664317143066462,9.5367431640625e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0009093247181906157,0.0009094104137181468,8.569552753111449e-08,0.00864902253610649,0.008649524558237457,5.02022130966645e-07,0.013959603929288252,0.013955873371308583,-3.7305579796680782e-06
67140,0.03500398132421623,0.1151186305904961,0.08011464926627987,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.006246677433641975,0.0034010776875832544,-0.0028455997460587203,0.12911535370102617,0.07919723072430754,-0.04991812297671863,0.2147238052825196,0.16883278259303464,-0.04589102268948497
67141,0.18473768446736738,0.06415744857747363,-0.12058023588989375,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.02875821999873358,0.011127101957510778,-0.017631118041222804,0.20309157994703533,0.1006947028883416,-0.10239687705869373,0.4306798762219189,0.17823044868283675,-0.25244942753908217
67142,0.09585675405078042,0.06854438969010168,-0.027312364360678743,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.001657855524081527,0.00395087882745497,0.0022930233033734426,0.016992832154315397,0.04976156340533098,0.03276873125101558,0.030704714177059195,0.06634147055290907,0.03563675637584987
67143,0.14910261713975892,0.11688783021104676,-0.03221478692871216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.031218247993157523,0.044911584334652394,0.013693336341494871,0.0854248183852458,0.20497598281097043,0.11955116442572464,0.23526388174168808,0.4762568009691054,0.2409929192274173
67144,0.12438380867038568,0.2611778690145279,0.1367940603441422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.025957985873973997,0.15588950326972853,0.12993151739575454,0.10953132850863925,0.3829813797668104,0.2734500512581711,0.16307081742085125,1.2928774277913124,1.1298066103704612
67145,0.18322855098470114,0.18760274762911955,0.004374196644418404,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.03092465562886978,0.04170833103859791,0.01078367540972813,0.19454452159316818,0.2471131267641388,0.05256860517097062,0.30178852776089315,0.5109686921934771,0.20918016443258391
67146,0.38070904095255553,0.06422641424316389,-0.31648262670939165,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.002862865505892022,0.002537709911793157,-0.00032515559409886487,0.05715906221420413,0.019733556931656588,-0.03742550528254754,0.14848715345456723,0.043303973122398365,-0.10518318033216886
67147,0.0806479914831586,0.0919138879931598,0.011265896510001205,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.033607592303522754,0.03746788751362914,0.0038602952101063834,0.36272180715324476,0.23830678626069868,-0.12441502089254608,1.0090953099407656,0.673961646384005,-0.33513366355676055
67148,0.15094606642672392,0.09300823409895909,-0.05793783232776484,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.011051034146596375,0.02582046428706183,0.014769430140465455,0.14386161944226653,0.0968702779780834,-0.04699134146418313,0.3555289246010786,0.2155181659973038,-0.1400107586037748
67149,0.11140335059082584,0.10179583345540433,-0.009607517135421517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0025923240988819994,0.52948057783592,0.526888253737038,0.030991242597198477,1.6891405742420469,1.6581493316448483,0.058989490534621505,5.58136088969615,5.522371399161528
67150,0.1891854479785149,0.17673490956891946,-0.012450538409595424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.3178666469290812,0.06773956029571471,-1.2501270866333665,0.4584526901352931,0.41810605474907475,-0.040346635386218355,0.8710228487916865,0.8543740817968577,-0.016648766994828756
67151,0.23439515415364554,0.2343274432771807,-6.771087646484375e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.006519425843673553,0.012953835152545662,0.00643440930887211,0.09851996762833312,0.1324312615983984,0.03391129397006529,0.14978870839929992,0.26457790019450866,0.11478919179520874
67152,0.29869355152900656,0.21045282711774682,-0.08824072441125974,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.2863690465684485,0.02823186507365458,-1.258137181494794,0.7765044457792944,0.2225468591884596,-0.5539575865908348,1.5742313343915986,0.4731488058186107,-1.101082528572988
67153,0.029205637649088345,0.1205956781374784,0.09139004048839006,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0022067206887242336,0.002586820996735197,0.0003801003080109635,0.025816729523413587,0.034435121084358346,0.008618391560944759,0.042314836357517684,0.056037838326303234,0.01372300196878555
67154,0.20976487192220095,0.3106816390757521,0.10091676715355113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.044492267676907594,0.02588188091662014,-0.018610386760287454,0.19491029880568986,0.12639952929329004,-0.06851076951239982,0.4571429498032082,0.19736861249429125,-0.25977433730891697
67155,0.1468803400750236,0.18580257582386484,0.03892223574884124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.031881330225366114,0.05557794624482421,0.0236966160194581,0.11374431057961785,0.21870716231544102,0.10496285173582316,0.2157356582494519,0.3906408598039925,0.1749052015545406
67156,0.0195283089868159,0.09056688793945433,0.07103857895263843,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0018861414534466553,0.002472730468886922,0.0005865890154402669,0.03641087420811999,0.022208000340642308,-0.014202873867477681,0.061521892895815555,0.04347583492081089,-0.018046057975004665
67157,0.04105819254166576,0.09862323590039068,0.05756504335872492,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0032305496918342714,0.4911915217031187,0.4879609720112844,0.05706908732431972,0.4762843314094701,0.4192152440851504,0.09600640737984314,0.8815424798633699,0.7855360724835267
67158,0.06392177414550737,0.058672342055664295,-0.005249432089843076,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0009358040857655543,0.002237776568748346,0.0013019724829827918,0.013051449673510771,0.008472450513185414,-0.004578999160325357,0.019707896367184907,0.01155744276369561,-0.008150453603489297
67159,0.025533491314022605,0.010015325500488004,-0.015518165813534601,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0011008961102115275,0.0018525272268285265,0.000751631116616999,0.003164826044874252,0.013565020736251331,0.010400194691377079,0.0035544906498118684,0.026475574510852452,0.022921083861040584
67160,0.153112709882814,0.23021010148437426,0.07709739160156026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.046063041679020436,0.050778928209932024,0.004715886530911588,0.19145251729135024,0.20298930399759346,0.011536786706243224,0.5312681614607629,0.4106604624973758,-0.12060769896338713
67161,0.2959255189140606,0.18349014300390465,-0.11243537591015595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0544115483932496,0.060058541935703535,0.005646993542453939,0.37348539676660913,0.40839528009249476,0.03490988332588563,1.328435713651175,1.3598146005399787,0.031378886888803637
67162,0.01599677905598984,0.029428432740885135,0.013431653684895295,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.0013279292073480023,0.0012846891049747486,-4.32401023732537e-05,0.02053669676320956,0.0034213799059836444,-0.017115316857225917,0.031012032747991546,0.004776913125586439,-0.026235119622405108
67163,0.03683866940154168,0.047086010925379895,0.010247341523838216,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.04115122525401766,0.021614329914347676,-0.019536895339669985,0.14555024445446837,0.15313714726597888,0.007586902811510504,0.28356164532557254,0.5170969765911959,0.23353533126562337
67164,0.06075141334472711,0.01970836812255783,-0.04104304522216928,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0036825276136629535,0.007647642028237866,0.003965114414574912,0.04939523736430095,0.13160324542134255,0.08220800805704159,0.06755523107260163,0.25213405470422495,0.1845788236316233
67165,0.06256506978434206,0.004813644582519316,-0.05775142520182275,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0008480032822777584,0.002998707348322864,0.0021507040660451054,0.007231247212230235,0.015465381191114926,0.008234133978884691,0.009878868109545748,0.01842726606393363,0.008548397954387882
67166,0.017427705107421865,0.0959932732958988,0.07856556818847693,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.015483929550772728,0.039715004859076565,0.02423107530830384,0.1522323055387017,0.06718444584007491,-0.0850478596986268,0.29831638977055,0.11085825523888558,-0.18745813453166438
67167,0.037812215843912256,0.055951221191409495,0.01813900534749724,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.002267241177198615,0.0011866901776661353,-0.0010805509995324796,0.013834740840957451,0.008786342947031008,-0.005048397893926443,0.025835477850308868,0.01078454214829262,-0.015050935702016247
67168,0.22058627456836177,0.16466769452990349,-0.05591858003845829,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.07364214577723012,0.05361123018141326,-0.020030915595816857,0.38106495120213524,0.25912103011770815,-0.12194392108442709,0.8172975036381676,0.549150299593321,-0.2681472040448466
