method,seed,pool_id,candidate_seed,energy_ev,energy_per_atom_ev,maximum_force_ev_ang,pre_relax_max_force_ev_ang,converged,relax_elapsed_seconds,steps,formula,chemical_system,pre_relax_minimum_distance_angstrom,pre_relax_short_bond,pre_relax_abnormal_cell,energy_above_hull_per_atom,rmsd_from_relaxation,novel_unique_stable,stable,comp_validity,structure_comp_validity,structure_validity,novel,novel_unique,unique,is_unique,is_novel,is_explored,energy_above_hull,self_consistent_energy_above_hull
A0_E3G,15,15,41015,-74.74980926513672,-6.229150772094727,0.05026298016309738,0.06642340647676526,True,0.2822220040252432,10,CoNi2,Co-Ni,2.4516169339733764,False,False,0.009070576892376003,0.000510697628297097,False,True,True,True,True,False,False,True,True,False,True,0.009070576892376003,0.0
A0_E3G,16,16,41016,-104.1629638671875,-8.012535682091347,0.04902929812669754,0.33390682996518856,True,0.841836336068809,31,TbFe11Si,Fe-Si-Tb,2.3256327061551616,False,False,0.08134289611508905,0.023925495131674353,True,True,False,False,True,True,True,True,True,True,True,0.08134289611508905,0.060446142256633806
A0_E3G,17,17,41017,-102.19703674316406,-10.219703674316406,0.045947469770908356,0.03826646075777109,True,1.1238215849734843,43,EuTaO3,Eu-O-Ta,2.0290809897161077,False,False,0.12665293806381506,0.008140470491846073,False,False,True,True,True,False,False,True,True,False,True,0.12665293806381506,0.0
A0_E3G,18,18,41018,-46.94718933105469,-7.824531555175781,0.015481442213058472,0.06409467927127047,True,3.381812208914198,123,KEu2BrO2,Br-Eu-K-O,2.3852251822336537,False,False,0.22547421955856706,1.544815148963083,False,False,True,True,True,True,True,True,True,True,False,0.22547421955856706,0.22547421955856706
A0_E3G,19,19,41019,-43.92511749267578,-5.490639686584473,0.04591270908713341,0.040549066105984154,True,0.3415626580826938,12,MnFeCoNiH4,Co-Fe-H-Mn-Ni,1.8288001750758804,False,False,0.0758322984568478,0.0031084325828278346,True,True,True,True,True,True,True,True,True,True,False,0.0758322984568478,0.0758322984568478
A0_E3G,20,20,41020,-83.05023956298828,-8.305023956298829,0.03780607506632805,0.033324770010485505,True,0.35723315994255245,13,EuFeO3,Eu-Fe-O,1.9826438889861449,False,False,0.1360186651475619,0.0034092628007409307,False,False,True,True,True,False,False,True,True,False,True,0.1360186651475619,0.11064967665556402
A0_E3G,21,21,41021,-58.874603271484375,-8.410657610212054,0.012994959950447083,0.014342195248328577,True,0.06124886800535023,2,Eu3P2F2,Eu-F-P,2.724229098381925,False,False,0.3773222724678984,0.0021351526396545008,False,False,True,True,True,True,True,True,True,True,True,0.3773222724678984,0.37732227246790195
A0_E3G,22,22,41022,-49.34366989135742,-7.049095698765346,0.04639236629009247,0.09718484255503819,True,0.6772335970308632,25,Gd2H5,Gd-H,2.2312197316443996,False,False,0.02686310714799678,0.01669114250454941,True,True,False,False,True,True,True,True,True,True,True,0.02686310714799678,0.0
A0_E3G,23,23,41023,-95.49116516113281,-9.549116516113282,0.03292476013302803,0.08513208388525582,True,1.3074694289825857,43,Eu3SiN,Eu-N-Si,2.5002305742749464,False,False,0.1157814577424876,0.037151555141514005,False,False,True,True,True,True,True,True,True,True,True,0.1157814577424876,0.1157814577424876
A0_E3G,24,24,41024,-96.10652160644531,-6.864751543317523,0.03833898529410362,0.18424637525645043,True,1.1620845240540802,40,LiMn2O4,Li-Mn-O,1.896387776440277,False,False,0.15697326494418462,0.02880136947694188,False,False,False,False,True,True,True,True,True,True,True,0.15697326494418462,0.011812098375255431
A0_E3G,25,25,41025,-37.01493453979492,-9.25373363494873,0.016735171899199486,0.026702923682714784,True,0.16659456805791706,6,Mn2VIr,Ir-Mn-V,2.558563968352995,False,False,0.10656145465990896,0.0013625728064989692,False,False,True,True,True,False,False,True,True,False,True,0.10656145465990896,0.08600889893680552
A0_E3G,26,26,41026,-146.8201904296875,-9.7880126953125,0.03852032870054245,0.24758197756042102,True,0.9474696869729087,39,Eu2O3,Eu-O,2.192108678982337,False,False,0.15993927854308332,0.03223266982674189,False,False,True,True,True,True,True,True,True,True,True,0.15993927854308332,0.0
A0_E3G,27,27,41027,-49.5919303894043,-6.198991298675537,0.05054539069533348,0.18390232956237182,True,1.515735540073365,61,MnFe3(GeH)2,Fe-Ge-H-Mn,1.6938258474646148,False,False,0.24251028565583965,0.13607503159073098,False,False,True,True,True,True,True,True,True,True,True,0.24251028565583965,0.24251028565583965
A0_E3G,28,28,41028,-165.13584899902344,-8.256792449951172,0.04254138097167015,0.5776600958487761,True,6.974556748988107,244,Gd2Mn5NiO12,Gd-Mn-Ni-O,1.8185172886449095,False,False,0.28240685607570626,0.18608907093240756,False,False,True,True,True,True,True,True,True,True,True,0.28240685607570626,0.28240685607570626
