method,baseline,seed,time_per_sample,baseline_time_per_sample,paired_time_delta,paired_speedup,logical_score_calls,second_forward_calls,adapter_calls,fallback_calls,adapter_acceptance_overall,second_forward_avoidance,forward_reduction,peak_allocated_bytes
V2_Frozen_Atomic75_Late30,C0,66041,84.4495328979101,112.75376548990607,-28.30423259199597,1.3351615055847919,1316.0,316.0,700.0,316.0,0.684,0.684,0.342,272071680.0
V2_Frozen_Atomic75_Late30,C0,66042,81.65588705195114,119.22538653202355,-37.56949948007241,1.4600954179356342,1302.0,302.0,700.0,302.0,0.698,0.698,0.349,264612352.0
V2_Frozen_Atomic75_Late30,C0,66043,89.91887694806792,112.43037594202906,-22.51149899396114,1.2503534269779917,1457.0,457.0,700.0,457.0,0.543,0.543,0.2715,301150720.0
V2_Frozen_Atomic75_Late30,C0,66044,98.16093427501619,122.67279801797122,-24.51186374295503,1.249710986595548,1515.0,515.0,700.0,515.0,0.485,0.485,0.2425,308235776.0
V2_Frozen_Atomic75_Late30,C0,66045,79.09664787910879,123.42903996584937,-44.33239208674058,1.560483829283109,1301.0,301.0,700.0,301.0,0.699,0.699,0.3495,273203200.0
V2_Frozen_Atomic75_Late30,C0,66046,91.77372442185879,116.08270560321398,-24.308981181355193,1.2648795320718753,1419.0,419.0,700.0,419.0,0.581,0.581,0.2905,315171328.0
V2_Frozen_Atomic75_Late30,C0,66047,93.4975636410527,114.00065844296478,-20.503094801912084,1.2192901504966023,1405.0,405.0,700.0,405.0,0.595,0.595,0.2975,316961792.0
V2_Frozen_Atomic75_Late30,C0,66048,81.23114041402005,114.8920367360115,-33.66089632199146,1.414384140742431,1308.0,308.0,700.0,308.0,0.692,0.692,0.346,303225856.0
V2_Frozen_Atomic75_Late30,C0,66049,88.07519071409479,122.40484711201862,-34.32965639792383,1.3897766910248655,1440.0,440.0,700.0,440.0,0.56,0.56,0.28,317881856.0
V2_Frozen_Atomic75_Late30,C0,66050,80.94692386710085,117.13677397905849,-36.18985011195764,1.4470812278348508,1300.0,300.0,700.0,300.0,0.7,0.7,0.35,257906688.0
V2_Frozen_Atomic75_Late30,C0,66051,79.47931890189648,118.37653628294356,-38.897217381047085,1.4894004870507132,1304.0,304.0,700.0,304.0,0.696,0.696,0.348,273572864.0
V2_Frozen_Atomic75_Late30,C0,66052,90.65882739285007,114.1556729990989,-23.496845606248826,1.259178794630008,1370.0,370.0,700.0,370.0,0.63,0.63,0.315,343223296.0
V2_Frozen_Atomic75_Late30,C0,66053,94.55760733992793,113.71067651500925,-19.153069175081328,1.2025545031636364,1555.0,555.0,700.0,555.0,0.445,0.445,0.2225,344281088.0
V2_Frozen_Atomic75_Late30,C0,66054,79.53583591291681,115.20214254385792,-35.66630663094111,1.4484306504302271,1301.0,301.0,700.0,301.0,0.699,0.699,0.3495,257203200.0
V2_Frozen_Atomic75_Late30,C0,66055,83.55197629705071,112.87880615098402,-29.326829853933305,1.3510010313779797,1319.0,319.0,700.0,319.0,0.681,0.681,0.3405,273096704.0
V2_Frozen_Atomic75_Late30,C0,66056,81.39843162894249,113.6363853099756,-32.237953681033105,1.3960512879165892,1313.0,313.0,700.0,313.0,0.687,0.687,0.3435,301191168.0
V2_Frozen_Atomic75_Late30,C0,66057,81.04905403405428,112.23058147309348,-31.1815274390392,1.3847241378775093,1301.0,301.0,700.0,301.0,0.699,0.699,0.3495,257204224.0
V2_Frozen_Atomic75_Late30,C0,66058,83.12115188804455,120.08294823300093,-36.96179634495638,1.4446737744291613,1308.0,308.0,700.0,308.0,0.692,0.692,0.346,281061888.0
V2_Frozen_Atomic75_Late30,C0,66059,91.5126954189036,114.08153616008349,-22.568840741179883,1.2466197792324876,1518.0,518.0,700.0,518.0,0.482,0.482,0.241,370368000.0
V2_Frozen_Atomic75_Late30,C0,66060,89.24406534805894,113.30402637901716,-24.05996103095822,1.2695973220978052,1410.0,410.0,700.0,410.0,0.59,0.59,0.295,343991808.0
V2_Frozen_Atomic75_Late30,C0,66061,87.65681870188564,119.56012446596287,-31.90330576407723,1.3639569201407824,1438.0,438.0,700.0,438.0,0.562,0.562,0.281,316511232.0
V2_Frozen_Atomic75_Late30,C0,66062,89.77463829494081,115.39274645107798,-25.61810815613717,1.285360193510029,1461.0,461.0,700.0,461.0,0.539,0.539,0.2695,315784192.0
V2_Frozen_Atomic75_Late30,C0,66063,83.63059433898889,113.08290766295977,-29.452313323970884,1.3521715175739235,1327.0,327.0,700.0,327.0,0.673,0.673,0.3365,287919616.0
