seed,gate_confidence,gate_on,c0_max_force,e3g_max_force,force_gain,spearman_rho,spearman_p
40025,0.8873457971283903,True,0.1122995215082351,0.0976969309067548,0.014602590601480309,0.37542200732433045,5.440778131205153e-10
40026,0.9718163884915998,True,0.2770941739978289,0.289609503086031,-0.012515329088202132,0.37542200732433045,5.440778131205153e-10
40027,0.920750814265968,True,0.2505322947937914,0.2441960856432952,0.006336209150496208,0.37542200732433045,5.440778131205153e-10
40028,0.9451817652595488,True,0.1863642389519597,0.1843457244069295,0.0020185145450301867,0.37542200732433045,5.440778131205153e-10
40029,0.7261103562884283,True,0.0516357424684915,0.0492053417026854,0.0024304007658060983,0.37542200732433045,5.440778131205153e-10
40030,0.9870929621313248,True,0.1550873186433854,0.1646939290552837,-0.009606610411898309,0.37542200732433045,5.440778131205153e-10
40031,0.2295618624698231,False,0.040903204425627,0.0409028199080592,3.845175678002244e-07,0.37542200732433045,5.440778131205153e-10
40032,0.1107352348026178,False,0.145929161649701,0.1459293486474428,-1.8699774181896167e-07,0.37542200732433045,5.440778131205153e-10
40033,0.9889462627219072,True,0.2365317244648334,0.2015299833222397,0.03500174114259369,0.37542200732433045,5.440778131205153e-10
40034,0.7239388429811711,True,0.2137216407849771,0.2275164394833943,-0.01379479869841721,0.37542200732433045,5.440778131205153e-10
40035,0.9891490377399818,True,0.066651085873554,0.0149404160679575,0.05171066980559651,0.37542200732433045,5.440778131205153e-10
40036,0.7448965895266937,True,0.971332436879817,0.7843947515454025,0.18693768533441446,0.37542200732433045,5.440778131205153e-10
40037,0.4373438327415417,False,0.714860454158644,0.7148601592407987,2.949178452560375e-07,0.37542200732433045,5.440778131205153e-10
40038,0.021802467550744,False,0.0082569189652045,0.0082568933428945,2.562230999939019e-08,0.37542200732433045,5.440778131205153e-10
40039,0.984687135153402,True,0.9122853442815502,0.4484348785680691,0.4638504657134811,0.37542200732433045,5.440778131205153e-10
40040,0.0615070075291418,False,0.4087847195261517,0.4087847494757458,-2.99495940825345e-08,0.37542200732433045,5.440778131205153e-10
40041,0.9605456088605212,True,0.1301782015129586,0.1145463724300658,0.015631829082892817,0.37542200732433045,5.440778131205153e-10
40042,0.7477808025932574,True,0.3024205859710564,0.2566093778852012,0.045811208085855204,0.37542200732433045,5.440778131205153e-10
40043,0.4361358395789164,False,0.1072258827698018,0.1072266486077888,-7.658379869990295e-07,0.37542200732433045,5.440778131205153e-10
40044,0.8935844459084668,True,0.6174260117855039,0.6458908669739559,-0.028464855188451987,0.37542200732433045,5.440778131205153e-10
40045,0.1800432264588922,False,0.1658104479913522,0.165810603495338,-1.555039857992213e-07,0.37542200732433045,5.440778131205153e-10
